薬品ｺｰﾄﾞ	ﾖﾐｶﾞﾅ	種	薬品名	規格	メーカー	棚番	薬価	購入価	在庫数	調整量	単位	①薬価金額	②購入金額	①－②	販売会社	厚生省ｺｰﾄﾞ
52359110B20201	ﾓﾋﾞｺｰﾙｴｲﾁ	内	モビコール配合内用剤ＨＤ　１３．７０４６ｇ(分包1包)		ＥＡファーマ	分包棚､5-4	131.6	131.6	130	0	包	17108	17108	0	持田製薬	2359110B2025	4987224143460;
52359110B10302	ﾓﾋﾞｺｰﾙｴﾙ0	内	モビコール配合内用剤ＬＤ　６．８５２３ｇ(分包1包)		ＥＡファーマ	分包棚､5-4	75.3	64.88	316	0	包	23794.8	20502.08	3292.72	持田製薬	2359110B1037	4987224143521;
61329710Q10301	ﾓﾒﾀｿﾞﾝﾃ05	外	モメタゾン点鼻液５０μｇ「杏林」５６噴霧用　５ｍｇ１０ｇ(瓶1瓶)		キョーリンリメディオ	下点鼻	563	563	12	0	瓶	6756	6756	0	杏林製薬	1329710Q1035	4987060308023;
62646731M10501	ﾓﾒﾀｿﾞﾝﾅ	外	モメタゾンフランカルボン酸エステル軟膏０．１％「ＭＹＫ」(ﾁｭｰﾌﾞ5ｇ)		前田薬品	外用下劇､5g/本	13.1	13.1	80	0	ｇ	1048	1048	0	日医工	2646731M1053	4987376664004;
62646731M10547	ﾓﾒﾀｿﾞﾝﾅ	外	モメタゾンフランカルボン酸エステル軟膏０．１％「ＭＹＫ」(ﾊﾞﾗ1ｇ)		前田薬品	軟膏棚	13.1	13.1	155	0	ｇ	2030.5	2030.5	0	日医工	2646731M1053	4987376664028;
62646731Q10501	ﾓﾒﾀｿﾞﾝﾛ	外	モメタゾンフランカルボン酸エステルローション０．１％「ＭＹＫ」(本10ｇ)		前田薬品	外用下劇､10g/本	13.1	10.5	80	0	ｇ	1048	840	208	日医工	2646731Q1055	4987376664202;
54490026F30401	ﾓﾝﾃﾙｶｽﾄ05	内	モンテルカスト錠５ｍｇ「ＫＭ」(PTP1錠)		キョーリンリメディオ	下	40.8	30.8214	52	0	錠	2121.6	1602.7128	518.8872	杏林製薬	4490026F3047	4987060307200;4987060307224;
54490026F21001	ﾓﾝﾃﾙｶｽﾄ10	内	モンテルカスト錠１０ｍｇ「ＤＳＥＰ」(PTP1錠)		第一三共エスファ	茶	19.9	14.24	56	0	錠	1114.4	797.44	316.96	第一三共	4490026F2105	4987081186150;4987081186167;4987081186174;4987081186181;
54490026C11901	ﾓﾝﾃﾙｶｽﾄｻ0	内	モンテルカスト細粒４ｍｇ「ニプロ」(ｽﾃｨｯｸ包1包)		ニプロ	散剤引出し２	24.8	22	5	0	包	124	110	14	ニプロ	4490026C1196	4987190087300;4987190087331;
54490026F11801	ﾓﾝﾃﾙｶｽﾄﾁｭ	内	モンテルカストチュアブル錠５ｍｇ「サワイ」(PTP1錠)		沢井製薬	下袋	25.1	25.0714	18	0	錠	451.8	451.2852	0.5148	沢井製薬	4490026F1184	4987080139270;4987080139287;
52482011F20201	ﾔｰｽﾞﾌﾚｯｸｽ	内	ヤーズフレックス配合錠(PTP1錠)		バイエル薬品	下	280.1	250.5	28	0	錠	7842.8	7014	828.8	バイエル薬品	2482011F2027	4987341112745;4987341112752;
54229100M20301	ﾕｰｴﾌﾃｨ10	内	ユーエフティ配合カプセルＴ１００　１００ｍｇ（テガフール相当量）(PTP1Ｃ)		大鵬薬品	抗癌剤３	171.6	133.2969	128	0	Ｃ	21964.8	17062.0032	4902.7968	大鵬薬品	4229100M2035	4987117850161;4987117850178;4987117850185;
62699801V11001	ﾕｰﾊﾟｽﾀ	外	ユーパスタコーワ軟膏(ﾁｭｰﾌﾞ100ｇ)		興和		18	13.63	300	0	ｇ	5400	4089	1311	興和	2699801V1106	4987770526007;4987770526205;
51124001F10201	ﾕｰﾛｼﾞﾝ01	内	ユーロジン１ｍｇ錠(PTP1錠)		武田テバ薬品	下向３０	6.7	5.06	60	0	錠	402	303.6	98.4	武田薬品	1124001F1022	4987123079686;4987123086400;
56131008F10301	ﾕﾅｼﾝｼﾞｮ	内	ユナシン錠３７５ｍｇ(PTP1錠)		ファイザー	下	60	60	29	0	錠	1740	1740	0	ファイザー	6131008F1030	4987114061003;
52149116F20201	ﾕﾆｼｱ01	内	ユニシア配合錠ＨＤ(PTP1錠)		武田テバ薬品	茶劇	76.4	57.7	133	0	錠	10161.2	7674.1	2487.1	武田薬品	2149116F2027	4987123149907;4987123149914;4987123149921;4987123149938;4987123149945;
52119003F26501	ﾕﾋﾞﾃﾞｶﾚ10	内	ユビデカレノン錠１０ｍｇ「サワイ」(PTP1錠)		沢井製薬	下	5.9	4.35	50	0	錠	295	217.5	77.5	沢井製薬	2119003F2650	4987080302216;4987080302230;
52190006M11501	ﾕﾍﾞﾗNｶ	内	ユベラＮカプセル１００ｍｇ(PTP1Ｃ)		エーザイ	茶	5.9	4.52	435	0	Ｃ	2566.5	1966.2	600.3	エーザイ	2190006M1156	4987028225508;4987028225515;4987028225539;4987028225546;
52190006M21701	ﾕﾍﾞﾗNｿ	内	ユベラＮソフトカプセル２００ｍｇ(PTP1Ｃ)		エーザイ	茶	8.5	6.5	152	0	Ｃ	1292	988	304	エーザイ	2190006M2179	4987028225560;4987028225577;4987028225591;4987028225607;
53150002F12301	ﾕﾍﾞﾗｼﾞｮ05	内	ユベラ錠５０ｍｇ(PTP1錠)		サンノーバ	茶	5.7	4.32	594	0	錠	3385.8	2566.08	819.72	エーザイ	3150002F1239	4987028209409;4987028209416;4987028209430;4987028209447;
62649805M10201	ﾕﾍﾞﾗﾅﾝｺ	外	ユベラ軟膏(ﾁｭｰﾌﾞ56ｇ)		サンノーバ	冷蔵庫	2.9	2.3981	78	0	ｇ	226.2	187.0518	39.1482	エーザイ	2649805M1026	4987028209812;
52590010F40201	ﾕﾘｰﾌｵ04	内	ユリーフＯＤ錠４ｍｇ(PTP1錠)		キッセイ薬品	茶劇	51.8	39.55	196	0	錠	10152.8	7751.8	2401	キッセイ薬品	2590010F4022	4987051839321;4987051839338;4987051839345;4987051839352;
53949002F10502	ﾕﾘﾉｰﾑ02	内	ユリノーム錠２５ｍｇ(PTP1錠)		トーアエイヨー	茶劇	10.5	7.95	90	0	錠	945	715.5	229.5	トーアエイヨー	3949002F1053	4987142461011;4987142461035;
53949002F21102	ﾕﾘﾉｰﾑ05	内	ユリノーム錠５０ｍｇ(PTP1錠)		トーアエイヨー	茶劇	14	11.04	134	0	錠	1876	1479.36	396.64	トーアエイヨー	3949002F2114	4987142461110;4987142461127;4987142461141;
52354002F20201	ﾖｰﾃﾞﾙ08	内	ヨーデルＳ糖衣錠－８０　８０ｍｇ(PTP1錠)		藤本製薬	下	5.9	5.5968	62	0	錠	365.8	347.0016	18.7984	藤本製薬	2354002F2028	4987196235217;4987196235231;4987196235248;4987196235262;
55900003F10201	ﾖｸｲﾆﾝｴｷ	内	ヨクイニンエキス錠「コタロー」(ﾋｰﾄ1錠)		小太郎漢方	場所不明､教えて	5.9	5.8968	126	0	錠	743.4	742.9968	0.4032	小太郎漢方	5900003F1021	4987301326649;
72492500G10201	ﾗｲｿﾞﾃﾞｸ90	注	ライゾデグ配合注　フレックスタッチ　３００単位(ｷｯﾄ1ｷｯﾄ)		ノボ・ノルディスクフ	冷蔵庫下	1990	1706	13	0	ｷｯﾄ	25870	22178	3692	ノボ・ノルディスクフ	2492500G1025	4987616003211;
52359005S12401	ﾗｷｿﾍﾞﾛﾝ07	内	ラキソベロン内用液０．７５％(本10mL)		帝人ファーマ	茶	18.5	14.17	100	0	mL	1850	1417	433	帝人ファーマ	2359005S1240	4987294235317;
52359005F12101	ﾗｷｿﾍﾞﾛﾝ25	内	ラキソベロン錠２．５ｍｇ(PTP1錠)		帝人ファーマ	茶	6.6	5.05	200	0	錠	1320	1010	310	帝人ファーマ	2359005F1218	4987294235416;
53999001Q30601	ﾗｸﾂﾛｰｽｹｲ	内	ラクツロース経口ゼリー分包１６．０５ｇ「サトウ」　４０．４９６％(個16.05ｇ)		佐藤製薬	ク漢方棚	2.6	2.0999	818.6	0	ｇ	2128.36	1718.9781	409.3819	佐藤製薬	3999001Q3062	4987316136349;
53999001Q60201	ﾗｸﾞﾉｽｴ	内	ラグノスＮＦ経口ゼリー分包１２ｇ　５４．１６７％(分包1包)		三和化学研究所	ク漢方棚	42.5	42.5	284	0	包	12070	12070	0	三和化学研究所	3999001Q6029	4987086220569;
61313700Q30301	ﾗｸﾘﾐﾝﾃ	外	ラクリミン点眼液０．０５％　５ｍＬ(瓶1瓶)		参天製薬	茶点眼	88.8	67.1	10	0	瓶	888	671	217	参天製薬	1313700Q3034	4987084180155;
59000000000450	ﾗｹﾞﾌﾞﾘｵ	内	ラゲブリオカプセル２００ｍｇ(ﾊﾞﾗ1Ｃ)				0	0	-40	0	Ｃ	0	0	0		959000000004	
52139005F10502	ﾗｼｯｸｽｼﾞ02	内	ラシックス錠２０ｍｇ(PTP1錠)		サノフィ	茶､PTPバラ	9.8	8.05	99	0	錠	970.2	796.95	173.25	日医工	2139005F1052	4987376556118;4987376556125;4987376556132;
52139005F23402	ﾗｼｯｸｽｼﾞ04	内	ラシックス錠４０ｍｇ(PTP1錠)		サノフィ	茶､PTPバラ	12.2	10.43	129	0	錠	1573.8	1345.47	228.33	日医工	2139005F2342	4987376556217;
56241019F10201	ﾗｽﾋﾞｯｸｼﾞ0	内	ラスビック錠７５ｍｇ(PTP1錠)		杏林製薬	下	334.5	286.02	61	0	錠	20404.5	17447.22	2957.28	杏林製薬	6241019F1021	4987060008664;
61319817Q10301	ﾗﾀﾁﾓﾃ	外	ラタチモ配合点眼液「センジュ」(本2.5mL)		千寿製薬	冷蔵庫	367.1	276.72	2.5	0	mL	917.75	691.8	225.95	武田薬品	1319817Q1039	4987123160285;4987123160292;
61319739Q12601	ﾗﾀﾉﾌﾟﾛｽ05	外	ラタノプロスト点眼液０．００５％「ＮＰ」(本2.5mL)		ニプロ	茶点眼	242.6	178.64	27.5	0	mL	6671.5	4912.6	1758.9	わかもと製薬	1319739Q1266	4987243319105;4987243319112;
52316014F10201	ﾗｯｸﾋﾞｰｼﾞ	内	ラックビー錠(PTP1錠)		興和	茶	5.9	4.8	671	0	錠	3958.9	3220.8	738.1	興和	2316014F1023	4987770515803;4987770515902;
52316014B10301	ﾗｯｸﾋﾞｰﾋﾞ	内	ラックビー微粒Ｎ　１％(分包1ｇ)		興和	分包棚､5-3	6.3	5.0238	913	0	ｇ	5751.9	4586.7294	1165.1706	興和	2316014B1030	4987770532008;
62655710M10401	ﾗﾉｺﾅｿﾞｰﾅ	外	ラノコナゾール軟膏１％「イワキ」(ﾁｭｰﾌﾞ10ｇ)		岩城製薬	外用下	17.5	13.1	0	0	ｇ	0	0	0	岩城製薬	2655710M1042	4987020004644;
52329028F10601	ﾗﾍﾞﾌﾟﾗｼﾞ1	内	ラベプラゾールＮａ錠１０ｍｇ「ＹＤ」(PTP1錠)		陽進堂	茶	24.5	21.258	646	0	錠	15827	13732.668	2094.332	陽進堂	2329028F1066	4987476135718;4987476135725;4987476135749;
51125006F10301	ﾗﾎﾞﾅ	内	ラボナ錠５０ｍｇ(PTP1錠)		田辺三菱製薬	向2-14､記帳	8.9	7.45	113	0	錠	1005.7	841.85	163.85	田辺三菱製薬	1125006F1030	4987128051908;
62659710N11502	ﾗﾐｼｰﾙｸ	外	ラミシールクリーム１％(ﾁｭｰﾌﾞ10ｇ)		サンファーマ	外用茶	25.9	21.31	100	0	ｇ	2590	2131	459	サンファーマ	2659710N1152	4987047211407;4987047211414;
51190016F10301	ﾗﾒﾙﾃｵﾝ08	内	ラメルテオン錠８ｍｇ「武田テバ」(PTP1錠)		武田テバファーマ	下	27.9	24.86	44	0	錠	1227.6	1093.84	133.76	武田薬品	1190016F1032	4987123002523;
51139009F30601	ﾗﾓﾄﾘｷﾞﾝ02	内	ラモトリギン錠２５ｍｇ「トーワ」(PTP1錠)		東和薬品	下劇	17	13	156	0	錠	2652	2028	624	東和薬品	1139009F3067	4987155436013;
51139009F40701	ﾗﾓﾄﾘｷﾞﾝ10	内	ラモトリギン錠１００ｍｇ「日医工」(PTP1錠)		日医工	下劇	44.3	28.5857	135	0	錠	5980.5	3859.0695	2121.4305	日医工	1139009F4071	4987376040501;
53999021F10301	ﾗﾛｷｼﾌｪﾝ06	内	ラロキシフェン塩酸塩錠６０ｍｇ「サワイ」(PTP1錠)		沢井製薬	下	29.5	22.33	110	0	錠	3245	2456.3	788.7	沢井製薬	3999021F1031	4987080406112;4987080406129;
52329023F11401	ﾗﾝｿﾌﾟﾗｿｵ0	内	ランソプラゾールＯＤ錠１５ｍｇ「武田テバ」(PTP1錠)		武田テバファーマ	茶､PTP	16.4	10.37	675	0	錠	11070	6999.75	4070.25	武田薬品	2329023F1144	4987123415880;4987123415897;
52329023F21401	ﾗﾝｿﾌﾟﾗｿｵ0	内	ランソプラゾールＯＤ錠３０ｍｇ「武田テバ」(PTP1錠)		武田テバファーマ	下	28.2	17.11	97	0	錠	2735.4	1659.67	1075.73	武田薬品	2329023F2140	4987123415910;4987123415927;
52329023F11447	ﾗﾝｿﾌﾟﾗｿｵ0	内	ランソプラゾールＯＤ錠１５ｍｇ「武田テバ」(ﾊﾞﾗ1錠)		武田テバファーマ	カセット､ﾊﾞﾗ	16.4	10.38	559	0	錠	9167.6	5802.42	3365.18	武田薬品	2329023F1144	4987123415903;
72492416G30201	ﾗﾝﾀｽ90	注	ランタスＸＲ注ソロスター　４５０単位(ｷｯﾄ1ｷｯﾄ)		サノフィ	冷蔵庫､下	2445	2178	2	0	ｷｯﾄ	4890	4356	534	サノフィ	2492416G3020	4987199323201;
72492416G20201	ﾗﾝﾀｽｿﾛ	注	ランタス注ソロスター　３００単位(ｷｯﾄ1ｷｯﾄ)		サノフィ	冷蔵庫上	1514	1527.5	0	0	ｷｯﾄ	0	0	0	サノフィ	2492416G2024	4987199101854;
52399009F40201	ﾘｱﾙﾀﾞｼﾞ	内	リアルダ錠１２００ｍｇ　１２００ｍｇ(PTP1錠)		持田製薬	冷蔵庫	175	156.2976	168	0	錠	29400	26257.9968	3142.0032	持田製薬	2399009F4024	4987224144306;4987224144368;
51179012F11101	ﾘｰｾﾞｼﾞ05	内	リーゼ錠５ｍｇ(PTP1錠)		田辺三菱製薬	茶向３０	6.4	6	221	0	錠	1414.4	1326	88.4	田辺三菱製薬	1179012F1118	4987128009572;4987128009589;
52319100F10801	ﾘｰﾀﾞｲｼﾞ	内	リーダイ配合錠(PTP1錠)		日医工岐阜工場	下	5.7	4.69	227	0	錠	1293.9	1064.63	229.27	武田薬品	2319100F1080	4987123410854;
53253003D20301	ﾘｰﾊﾞｸﾄｶ41	内	リーバクト配合顆粒　４．１５ｇ(分包1包)		ＥＡファーマ	ク漢方棚	121.8	98.6548	186	0	包	22654.8	18349.7928	4305.0072	ＥＡファーマ	3253003D2031	4987699057200;4987699057217;4987699057224;
51179017F10502	ﾘｰﾏｽｼﾞｮ10	内	リーマス錠１００　１００ｍｇ(PTP1錠)		大正製薬	下劇	9.9	7.58	142	0	錠	1405.8	1076.36	329.44	大正製薬	1179017F1056	4987306065222;4987306065239;
51179017F20502	ﾘｰﾏｽｼﾞｮ20	内	リーマス錠２００　２００ｍｇ(PTP1錠)		大正製薬	下劇	15.4	11.77	79	0	錠	1216.6	929.83	286.77	大正製薬	1179017F2052	4987306065253;4987306065260;4987306065277;
53999016M10201	ﾘｳﾏﾄﾚｯｸ	内	リウマトレックスカプセル２ｍｇ(患者用PK1Ｃ)		ファイザー	茶劇	165.6	147.5	90	0	Ｃ	14904	13275	1629	ファイザー	3999016M1021	4987114537409;
52190033F10201	ﾘｵﾅ02	内	リオナ錠２５０ｍｇ(PTP1錠)		日本たばこ産業	下､PTPバラ	76	67.7	50	0	錠	3800	3385	415	鳥居薬品	2190033F1022	4987158325406;4987158325444;4987158325451;
53969103F20201	ﾘｵﾍﾞﾙﾊ	内	リオベル配合錠ＨＤ(PTP1錠)		武田薬品	下	193	170.8	40	0	錠	7720	6832	888	武田薬品	3969103F2020	4987123150002;4987123150019;
53969103F10201	ﾘｵﾍﾞﾙﾊ	内	リオベル配合錠ＬＤ(PTP1錠)		武田薬品	下	158	132.6	100	0	錠	15800	13260	2540	武田薬品	3969103F1024	4987123150040;4987123150057;
51249006F10502	ﾘｵﾚｻｰﾙｼ00	内	リオレサール錠５ｍｇ(PTP1錠)		サンファーマ	茶劇	13	13	276	0	錠	3588	3588	0	サンファーマ	1249006F1054	4987047211445;4987047211452;
53339002F40201	ﾘｸｼｱﾅｵ01	内	リクシアナＯＤ錠１５ｍｇ(PTP1錠)		第一三共	茶	224.7	196.14	183	0	錠	41120.1	35893.62	5226.48	第一三共	3339002F4029	4987081106998;4987081107001;
53339002F50201	ﾘｸｼｱﾅｵ03	内	リクシアナＯＤ錠３０ｍｇ(PTP1錠)		第一三共	茶	411.3	359.03	257	0	錠	105704.1	92270.71	13433.39	第一三共	3339002F5025	4987081107032;4987081107049;
53339002F60201	ﾘｸｼｱﾅｵ06	内	リクシアナＯＤ錠６０ｍｇ(PTP1錠)		第一三共	茶	416.8	363.83	181	0	錠	75440.8	65853.23	9587.57	第一三共	3339002F6021	4987081107070;4987081107087;
52160006F20401	ﾘｻﾞﾄﾘﾌﾟﾀｵ	内	リザトリプタンＯＤ錠１０ｍｇ「アメル」(ﾌﾞﾘｽﾀｰ1錠)		共和薬品	下劇	163	148.3333	25	0	錠	4075	3708.3325	366.6675	共和薬品	2160006F2049	4987058864029;
54490002R11447	ﾘｻﾞﾍﾞﾝﾄ	内	リザベンドライシロップ５％(ﾊﾞﾗ1ｇ)		キッセイ薬品	散剤引出し	15	11.3833	292.8	0	ｇ	4392	3333.0302	1058.9698	キッセイ薬品	4490002R1142	4987051907037;
51179038F70201	ﾘｽﾊﾟﾀﾞｰｵ0	内	リスパダールＯＤ錠０．５ｍｇ(PTP1錠)		ヤンセンファーマ	茶劇	10.3	7.83	94.5	0	錠	973.35	739.935	233.415	ヤンセンファーマ	1179038F7021	4987672865785;4987672868182;
51179038F50301	ﾘｽﾍﾟﾘﾄﾞ01	内	リスペリドンＯＤ錠１ｍｇ「サワイ」(PTP1錠)		沢井製薬	下劇	10.1	8.4	178	0	錠	1797.8	1495.2	302.6	沢井製薬	1179038F5037	4987080497110;
51179038S10503	ﾘｽﾍﾟﾘﾄﾞﾅ0	内	リスペリドン内用液１ｍｇ／ｍＬ「ヨシトミ」　０．１％(分包0.5mL)		同仁医薬	分包棚３､0.5ml/包	36.2	26.92	24	0	mL	868.8	646.08	222.72	田辺三菱製薬	1179038S1056	4987128106646;
51179038S10504	ﾘｽﾍﾟﾘﾄﾞﾅ0	内	リスペリドン内用液１ｍｇ／ｍＬ「ヨシトミ」　０．１％(分包1mL)		同仁医薬	分包棚３､1ml/包	36.2	26	10	0	mL	362	260	102	田辺三菱製薬	1179038S1056	4987128180448;
51129006F10201	ﾘｽﾐｰｼﾞｮ01	内	リスミー錠１ｍｇ(PTP1錠)		共和薬品	下	13.1	10.02	48	0	錠	628.8	480.96	147.84	共和薬品	1129006F1021	4987058690031;4987058690116;
51129006F20201	ﾘｽﾐｰｼﾞｮ02	内	リスミー錠２ｍｇ(PTP1錠)		共和薬品	下､PTPバラ	21.2	18.2911	79	0	錠	1674.8	1444.9969	229.8031	共和薬品	1129006F2028	4987058691038;4987058691113;
52190022F10201	ﾘｽﾞﾐｯｸｼ01	内	リズミック錠１０ｍｇ(PTP1錠)		住友ファーマ	茶	15.5	13.28	206	0	錠	3193	2735.68	457.32	住友ファーマ	2190022F1024	4987116169011;4987116169110;
52129005F11202	ﾘｽﾓﾀﾞﾝR05	内	リスモダンＲ錠１５０ｍｇ(PTP1錠)		クリニジェン	下劇	34.8	31	209	0	錠	7273.2	6479	794.2	クリニジェン	2129005F1129	4987909104113;4987909104212;4987909104311;
52129002M10602	ﾘｽﾓﾀﾞﾝｶ05	内	リスモダンカプセル５０ｍｇ(PTP1Ｃ)		クリニジェン	茶劇	20.8	21.5938	32	0	Ｃ	665.6	691.0016	-25.4016	クリニジェン	2129002M1060	4987909105516;4987909105615;
53999019F20401	ﾘｾﾄﾞﾛﾝ17	内	リセドロン酸Ｎａ錠１７．５ｍｇ「サワイ」(PTP1錠)		沢井製薬	下劇や隣	125.2	96.5	22	0	錠	2754.4	2123	631.4	沢井製薬	3999019F2049	4987080260011;4987080260028;4987080260080;
53999019F30501	ﾘｾﾄﾞﾛﾝ75	内	リセドロン酸Ｎａ錠７５ｍｇ「日医工」(患者用PK1錠)		日医工	下劇	476.9	374	5	0	錠	2384.5	1870	514.5	日医工	3999019F3053	4987376042406;4987376042413;
52331007M10201	ﾘﾊﾟｸﾚｵﾝｶﾌ	内	リパクレオンカプセル１５０ｍｇ(PTP1Ｃ)		マイランＥＰＤ	不動在庫う	32.1	27.75	12	0	Ｃ	385.2	333	52.2	マイランＥＰＤ	2331007M1029	4987888140249;4987888140256;
52331007D10201	ﾘﾊﾟｸﾚｵﾝｶﾘ	内	リパクレオン顆粒３００ｍｇ分包(分包4包)		マイランＥＰＤ	分包棚４	59.9	52.6923	117	0	包	7008.3	6164.9991	843.3009	マイランＥＰＤ	2331007D1029	4987888140263;4987888140270;
61190700S20801	ﾘﾊﾞｽﾁｸﾞﾃ0	外	リバスチグミンテープ９ｍｇ「アメル」(枚1枚)		帝國製薬	外用下劇	119	84.4286	23	0	枚	2737	1941.8578	795.1422	共和薬品	1190700S2084	4987058885819;4987058885857;
61190700S31001	ﾘﾊﾞｽﾁｸﾞﾃ1	外	リバスチグミンテープ１３．５ｍｇ「トーワ」(枚1枚)		東和薬品	外用下劇	127.2	107.2222	9	0	枚	1144.8	964.9998	179.8002	東和薬品	1190700S3102	4987155151183;4987155151190;
61190700S41001	ﾘﾊﾞｽﾁｸﾞﾃ1	外	リバスチグミンテープ１８ｍｇ「トーワ」(枚1枚)		東和薬品	外用下劇	134.4	90	85	0	枚	11424	7650	3774	東和薬品	1190700S4109	4987155151206;4987155151213;
52189016F50201	ﾘﾊﾞﾛｵ02	内	リバロＯＤ錠２ｍｇ(PTP1錠)		興和	下	70.3	52.02	132	0	錠	9279.6	6866.64	2412.96	興和	2189016F5023	4987770509307;4987770509406;4987770509505;4987770509604;4987770509703;
52189016F10201	ﾘﾊﾞﾛｼﾞｮ01	内	リバロ錠１ｍｇ(PTP1錠)		興和	茶	37.8	27.96	269	0	錠	10168.2	7521.24	2646.96	興和	2189016F1028	4987770513007;4987770513106;4987770513601;4987770514004;
52183006F40202	ﾘﾋﾟﾃﾞｨﾙｼ0	内	リピディル錠８０ｍｇ(PTP1錠)		あすか製薬	下	25.8	20.35	10	0	錠	258	203.5	54.5	武田薬品	2183006F4020	4987123154017;4987123154024;4987123154048;4987123154055;
52189015F10202	ﾘﾋﾟﾄｰﾙｼ00	内	リピトール錠５ｍｇ(PTP1錠)		ヴィアトリス製薬	茶	27	20.14	191	0	錠	5157	3846.74	1310.26	ヴィアトリス製薬	2189015F1023	4987901017305;4987901017404;4987901017503;
52189015F20202	ﾘﾋﾟﾄｰﾙｼ01	内	リピトール錠１０ｍｇ(PTP1錠)		ヴィアトリス製薬	茶	49.2	49.2	218	0	錠	10725.6	10725.6	0	ヴィアトリス製薬	2189015F2020	4987901017701;4987901017800;4987901017909;4987901018005;
56164001M11801	ﾘﾌｧﾝﾋﾟｼ05	内	リファンピシンカプセル１５０ｍｇ「サンド」(PTP1Ｃ)		サンド	下	12.1	12.1	240	0	Ｃ	2904	2904	0	サンド	6164001M1186	4987614235041;4987614235058;
56199001F10201	ﾘﾌｷｼﾏｼ02	内	リフキシマ錠２００ｍｇ(PTP1錠)		あすか製薬	下	204.4	174.75	12	0	錠	2452.8	2097	355.8	武田薬品	6199001F1026	4987123159722;4987123159746;
51179051F10201	ﾘﾌﾚｯｸｽ01	内	リフレックス錠１５ｍｇ(PTP1錠)		ＭｅｉｊｉＳｅｉｋａ	下劇	100	78.05	144	0	錠	14400	11239.2	3160.8	ＭｅｉｊｉＳｅｉｋａ	1179051F1029	4987222682879;4987222682954;4987222683050;
52499014F10201	ﾘﾍﾞﾙｻｽｼﾞ0	内	リベルサス錠３ｍｇ(PTP1錠)		ノボ・ノルディスクフ	茶劇	139.6	124.31	120	0	錠	16752	14917.2	1834.8	ノボ・ノルディスクフ	2499014F1021	4987616003945;4987616004003;
52499014F20201	ﾘﾍﾞﾙｻｽｼﾞ0	内	リベルサス錠７ｍｇ(PTP1錠)		ノボ・ノルディスクフ	茶劇	325.7	288.41	91	0	錠	29638.7	26245.31	3393.39	ノボ・ノルディスクフ	2499014F2028	4987616003969;4987616004027;
52499014F30201	ﾘﾍﾞﾙｻｽｼﾞ1	内	リベルサス錠１４ｍｇ(PTP1錠)		ノボ・ノルディスクフ	下劇	488.5	432.57	71	0	錠	34683.5	30712.47	3971.03	ノボ・ノルディスクフ	2499014F3024	4987616003983;4987616004041;
51139003F10401	ﾘﾎﾞﾄﾘｰﾙ05	内	リボトリール錠０．５ｍｇ(SP1錠)		太陽ファルマ	茶向９０	9.3	7.72	243	0	錠	2259.9	1875.96	383.94	太陽ファルマ	1139003F1040	4987925117845;4987925117869;
51139003F20401	ﾘﾎﾞﾄﾘｰﾙ10	内	リボトリール錠１ｍｇ(SP1錠)		太陽ファルマ	茶向９０	10.6	8.79	196	0	錠	2077.6	1722.84	354.76	太陽ファルマ	1139003F2047	4987925117883;4987925117890;
51139003C10447	ﾘﾎﾞﾄﾘｰﾙｻ0	内	リボトリール細粒０．１％(ﾊﾞﾗ1ｇ)		太陽ファルマ	散剤引出し向	10.7	9.5965	104.1	0	ｇ	1113.87	998.9956	114.8744	太陽ファルマ	1139003C1044	4987925117814;4987925117821;
52189011F10203	ﾘﾎﾟﾊﾞｽｼ00	内	リポバス錠５　５ｍｇ(PTP1錠)		オルガノン	下､PTPバラ	43	43	302	0	錠	12986	12986	0	オルガノン	2189011F1025	4987954801906;
54420002F11101	ﾘﾏﾁﾙｼﾞｮ10	内	リマチル錠１００ｍｇ(PTP1錠)		あゆみ製薬	茶劇	40.3	30.85	38	0	錠	1531.4	1172.3	359.1	あゆみ製薬	4420002F1117	4987896000108;4987896000115;4987896000122;
53399003F11401	ﾘﾏﾌﾟﾛｽﾄ05	内	リマプロストアルファデクス錠５μｇ「サワイ」(PTP1錠)		メディサ新薬	茶､PTP	13.9	11	531	0	錠	7380.9	5841	1539.9	沢井製薬	3399003F1146	4987080303978;4987080303985;
53399003F11447	ﾘﾏﾌﾟﾛｽﾄ05	内	リマプロストアルファデクス錠５μｇ「サワイ」(ﾊﾞﾗ1錠)		メディサ新薬	カセット､PTP	13.9	11	512	0	錠	7116.8	5632	1484.8	沢井製薬	3399003F1146	4987080303947;4987080303954;
51190017F10202	ﾘﾘｶｵ02	内	リリカＯＤ錠２５ｍｇ(PTP1錠)		ヴィアトリス製薬	茶､PTP	45.2	36.58	473	0	錠	21379.6	17302.34	4077.26	ヴィアトリス製薬	1190017F1029	4987901011600;4987901011709;
51190017F10248	ﾘﾘｶｵ02	内	リリカＯＤ錠２５ｍｇ(ﾊﾞﾗ1錠)		ヴィアトリス製薬	カセット､バラ	45.2	38.3333	420	0	錠	18984	16099.986	2884.014	ヴィアトリス製薬	1190017F1029	4987901011808;
51190017F20202	ﾘﾘｶｵ07	内	リリカＯＤ錠７５ｍｇ(PTP1錠)		ヴィアトリス製薬	茶	75	60.71	337	0	錠	25275	20459.27	4815.73	ヴィアトリス製薬	1190017F2025	4987901011907;4987901012003;
