薬品ｺｰﾄﾞ,ﾖﾐｶﾞﾅ,種,薬品名,規格,メーカー,棚番,薬価,購入価,在庫数,調整量,単位,①薬価金額,②購入金額,①－②,販売会社,厚生省ｺｰﾄﾞ,JAN
53399002F30201,ﾌﾟﾚﾀｰﾙ50,内,プレタールＯＤ錠５０ｍｇ(PTP1錠),"",大塚製薬,茶,27.7,27.7,50,0,錠,1385,1385,0,大塚製薬,3399002F3020,4987035143116;4987035143215;4987035143314;
52456001F20201,ﾌﾟﾚﾄﾞﾆｿ01,内,プレドニゾロン錠１ｍｇ（旭化成）(PTP1錠),"",旭化成ファーマ,茶,8.3,6.23,328,0,錠,2722.4,2043.44,678.96,旭化成ファーマ,2456001F2023,4987153136632;4987153136649;
52456001F20247,ﾌﾟﾚﾄﾞﾆｿ01,内,プレドニゾロン錠１ｍｇ（旭化成）(ﾊﾞﾗ1錠),"",旭化成ファーマ,カセット､バラ,8.3,6.214,1451,0,錠,12043.3,9016.514,3026.786,旭化成ファーマ,2456001F2023,4987153136656;
52456001F13401,ﾌﾟﾚﾄﾞﾆｿ05,内,プレドニゾロン錠５ｍｇ（旭化成）(PTP1錠),"",旭化成ファーマ,下ふ２,9.8,7.44,132,0,錠,1293.6,982.08,311.52,旭化成ファーマ,2456001F1345,4987153136915;4987153136922;
52456002B10647,ﾌﾟﾚﾄﾞﾆｿｻ0,内,プレドニゾロン散「タケダ」１％(ﾊﾞﾗ1ｇ),"",武田テバ薬品,散剤引出し２,6.5,6.6844,37.7,0,ｇ,245.05,252.0019,-6.9519,武田薬品,2456002B1062,4987123031479;
52456001F13101,ﾌﾟﾚﾄﾞﾆﾝ,内,プレドニン錠５ｍｇ(PTP1錠),"",シオノギファーマ,茶､PTP,9.8,7.34,170,0,錠,1666,1247.8,418.2,塩野義製薬,2456001F1310,4987087031973;4987087031980;
52456001F13147,ﾌﾟﾚﾄﾞﾆﾝ,内,プレドニン錠５ｍｇ(ﾊﾞﾗ1錠),"",シオノギファーマ,カセット､バラ,9.8,7.344,589,0,錠,5772.2,4325.616,1446.584,塩野義製薬,2456001F1310,4987087002584;
53999014M10202,ﾌﾟﾛｸﾞﾗﾌ10,内,プログラフカプセル１ｍｇ(PTP1Ｃ),"",アステラス製薬,下劇,495.3,423.26,57,0,Ｃ,28232.1,24125.82,4106.28,アステラス製薬,3999014M1022,4987233199205;
52478001F21702,ﾌﾟﾛｽﾀｰﾙ02,内,プロスタール錠２５　２５ｍｇ(PTP1錠),"",あすか製薬,下,49.1,41.66,21,0,錠,1031.1,874.86,156.24,武田薬品,2478001F2179,4987123114349;4987123114356;
62699705M10302,ﾌﾟﾛｽﾀﾝﾃ,外,プロスタンディン軟膏０．００３％(ﾁｭｰﾌﾞ30ｇ),"",小野薬品,外用下劇､30g,43,36.1,30,0,ｇ,1290,1083,207,小野薬品,2699705M1038,4987039427571;4987039427656;
52139005F30601,ﾌﾛｾﾐﾄﾞｼ01,内,フロセミド錠１０ｍｇ「ＮＩＧ」(PTP1錠),"",日医工岐阜工場,茶,6.1,4.51,195,0,錠,1189.5,879.45,310.05,武田薬品,2139005F3063,4987123874540;
52139005F11101,ﾌﾛｾﾐﾄﾞｼ20,内,フロセミド錠２０ｍｇ「ＮＩＧ」(PTP1錠),"",日医工岐阜工場,茶､武田テバ,6.1,3.71,269,0,錠,1640.9,997.99,642.91,武田薬品,2139005F1117,4987123875240;4987123875257;
52139005F24701,ﾌﾛｾﾐﾄﾞｼ40,内,フロセミド錠４０ｍｇ「ＮＩＧ」(PTP1錠),"",日医工岐阜工場,茶､武田テバ,6.4,3.71,240,0,錠,1536,890.4,645.6,武田薬品,2139005F2474,4987123875271;4987123875288;
52139005F24747,ﾌﾛｾﾐﾄﾞｼ40,内,フロセミド錠４０ｍｇ「ＮＩＧ」(ﾊﾞﾗ1錠),"",日医工岐阜工場,カセット,6.4,6.3842,1079,0,錠,6905.6,6888.5518,17.0482,武田薬品,2139005F2474,4987123875295;
52119002G10301,ﾌﾟﾛﾀﾉｰﾙ,内,プロタノールＳ錠１５ｍｇ(PTP1錠),"",興和,茶劇,23.4,20.43,77,0,錠,1801.8,1573.11,228.69,興和,2119002G1035,4987770556202;4987770556301;
51124009F20701,ﾌﾞﾛﾁｿﾞﾗｵ,内,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」(PTP1錠),"",メディサ新薬,茶向30,10.1,8.17,214,0,錠,2161.4,1748.38,413.02,沢井製薬,1124009F2076,4987080199014;4987080199021;
62699709M10201,ﾌﾟﾛﾄﾋﾟｯ01,外,プロトピック軟膏０．１％(ﾁｭｰﾌﾞ5ｇ),"",マルホ,外用下劇,82.6,101.6,5,0,ｇ,413,508,-95,マルホ,2699709M1028,4987213109309;
61319743Q10301,ﾌﾞﾛﾅｯｸﾃ,外,ブロナック点眼液０．１％(本5mL),"",千寿製薬,茶点眼,82.2,70.48,70,0,mL,5754,4933.6,820.4,武田薬品,1319743Q1033,4987123149204;4987123149211;
52432002F10401,ﾌﾟﾛﾊﾟｼﾞ05,内,プロパジール錠５０ｍｇ(PTP1錠),"",あすか製薬,下ふ２,9.8,8.4,14,0,錠,137.2,117.6,19.6,武田薬品,2432002F1046,4987123158879;4987123158886;
52590007F13101,ﾌﾟﾛﾋﾟﾍﾞﾘ0,内,プロピベリン塩酸塩錠１０ｍｇ「杏林」(PTP1錠),"",キョーリンリメディオ,下ふ２,15,0,0,0,錠,0,0,0,杏林製薬,2590007F1315,4987060307378;
52189008F14601,ﾌﾟﾛﾌﾞｺｰ25,内,プロブコール錠２５０ｍｇ「サワイ」(PTP1錠),"",沢井製薬,茶,7.6,6.2,131,0,錠,995.6,812.2,183.4,沢井製薬,2189008F1465,4987080023517;
52123008F12701,ﾌﾟﾛﾌﾟﾗﾉ01,内,プロプラノロール塩酸塩錠１０ｍｇ「ツルハラ」(PTP1錠),"",鶴原製薬,下劇,6.4,6.4,0,0,錠,0,0,0,鶴原製薬,2123008F1277,4987271063155;4987271063162;
52149040F10201,ﾌﾞﾛﾌﾟﾚｽ02,内,ブロプレス錠２　２ｍｇ(PTP1錠),"",武田テバ薬品,茶､PTPバラ,24.6,20.0991,62,0,錠,1525.2,1246.1442,279.0558,武田薬品,2149040F1026,4987123134880;4987123136334;
52149040F20201,ﾌﾞﾛﾌﾟﾚｽ04,内,ブロプレス錠４　４ｍｇ(PTP1錠),"",武田テバ薬品,茶､PTPバラ,41.4,33.43,173,0,錠,7162.2,5783.39,1378.81,武田薬品,2149040F2022,4987123136341;4987123136358;4987123136372;4987123140751;
52149040F30201,ﾌﾞﾛﾌﾟﾚｽ08,内,ブロプレス錠８　８ｍｇ(PTP1錠),"",武田テバ薬品,茶､PTP,76.4,57.32,58,0,錠,4431.2,3324.56,1106.64,武田薬品,2149040F3029,4987123136389;4987123136396;4987123136419;4987123140768;
67121703X13301,ﾌﾟﾛﾍﾟﾄ,外,プロペト(ﾁｭｰﾌﾞ100ｇ),"",丸石製薬－大阪,軟膏棚､チューブ,2.38,2.69,100,0,ｇ,238,269,-31,丸石製薬－大阪,7121703X1330,4987211153106;
67121703X13347,ﾌﾟﾛﾍﾟﾄ,外,プロペト(ﾊﾞﾗ1ｇ),"",丸石製薬－大阪,軟膏棚､バラ,2.38,2.098,575,0,ｇ,1368.5,1206.35,162.15,丸石製薬－大阪,7121703X1330,4987211153113;4987211153137;
52478002F10701,ﾌﾟﾛﾍﾞﾗ,内,プロベラ錠２．５ｍｇ(SP1錠),"",ファイザー,下ふ２,21.5,18.3793,29,0,錠,623.5,532.9997,90.5003,ファイザー,2478002F1070,4987114818409;
51124020F40501,ﾌﾞﾛﾏｾﾞﾊｼﾞ,内,ブロマゼパム錠５ｍｇ「サンド」(PTP1錠),"",サンド,向3-30,5.9,5.5862,58,0,錠,342.2,323.9996,18.2004,サンド,1124020F4059,4987614423004;4987614423011;
52329027F10201,ﾌﾟﾛﾏｯｸ,内,プロマックＤ錠７５　７５ｍｇ(PTP1錠),"",ゼリア新薬,下ふ２,21.9,17.2979,20,0,錠,438,345.958,92.042,ゼリア新薬,2329027F1029,4987103011637;4987103011644;4987103011651;4987103011668;
61319743Q10401,ﾌﾞﾛﾑﾌｪﾅﾃﾝ,外,ブロムフェナクＮａ点眼液０．１％「日新」(本5mL),"",日新製薬－山形,茶点眼,40.1,36,45,0,mL,1804.5,1620,184.5,日新製薬－山形,1319743Q1041,4987447192016;
52234001F13601,ﾌﾞﾛﾑﾍｷｼ,内,ブロムヘキシン塩酸塩錠４ｍｇ「サワイ」(PTP1錠),"",沢井製薬,下,5.1,3.6977,301,0,錠,1535.1,1113.0077,422.0923,沢井製薬,2234001F1363,4987080023418;4987080023432;
56132016C10247,ﾌﾛﾓｯｸｽ10,内,フロモックス小児用細粒１００ｍｇ(ﾊﾞﾗ1ｇ),"",塩野義製薬,散剤引出し,115.4,124.6988,8.3,0,ｇ,957.82,1035,-77.18,塩野義製薬,6132016C1027,4987087026443;
56132016F20201,ﾌﾛﾓｯｸｽｼ10,内,フロモックス錠１００ｍｇ(PTP1錠),"",塩野義製薬,茶,41.1,36.8977,153,0,錠,6288.3,5645.3481,642.9519,塩野義製薬,6132016F2020,4987087026412;4987087026436;
62655702N10601,ﾌﾛﾘｰﾄﾞD,外,フロリードＤクリーム１％(ﾁｭｰﾌﾞ10ｇ),"",持田製薬,外用下袋,12.2,12.2,10,0,ｇ,122,122,0,持田製薬,2655702N1060,4987224107516;4987224107615;
56290003X10301,ﾌﾛﾘｰﾄﾞｹ,内,フロリードゲル経口用２％(ﾁｭｰﾌﾞ5ｇ),"",持田製薬,外用下,98.2,0,0,0,ｇ,0,0,0,持田製薬,6290003X1039,4987224108100;4987224108117;
62529704J10401,ﾌﾛﾘｰﾄﾞﾁ,外,フロリード腟坐剤１００ｍｇ(組5個),"",持田製薬,冷蔵庫上,40.9,40.7647,17,0,個,695.3,692.9999,2.3001,持田製薬,2529704J1045,4987224107011;4987224107110;
53969004F30201,ﾍﾞｲｽﾝ02,内,ベイスンＯＤ錠０．２　０．２ｍｇ(PTP1錠),"",武田テバ薬品,下,20.9,16.24,70,0,錠,1463,1136.8,326.2,武田薬品,3969004F3023,4987123144049;4987123144056;4987123144063;4987123144070;
53969004F40201,ﾍﾞｲｽﾝ03,内,ベイスンＯＤ錠０．３　０．３ｍｇ(PTP1錠),"",武田テバ薬品,茶,24.4,19.0976,16,0,錠,390.4,305.5616,84.8384,武田薬品,3969004F4020,4987123144087;4987123144094;4987123144100;4987123144117;
52590017F10201,ﾍﾞｵｰﾊﾞ05,内,ベオーバ錠５０ｍｇ(PTP1錠),"",杏林製薬,茶,169,147.3,211,0,錠,35659,31080.3,4578.7,杏林製薬,2590017F1025,4987060008688;4987060008695;
61319753Q10201,ﾍﾞｶﾞﾓｯｸ,外,ベガモックス点眼液０．５％(本5mL),"",ノバルティスファーマ,下点眼,80.8,80.8,5,0,mL,404,404,0,ノバルティスファーマ,1319753Q1029,4987443374614;
51231004B10647,ﾍﾞｻｺﾘﾝ,内,ベサコリン散５％(ﾊﾞﾗ1ｇ),"",サンノーバ,散剤引出し劇,10.9,11.1975,95.2,0,ｇ,1037.68,1066.002,-28.322,エーザイ,1231004B1067,4987028207122;
52183005G12301,ﾍﾞｻﾞﾄｰﾙ20,内,ベザトールＳＲ錠２００ｍｇ(PTP1錠),"",キッセイ薬品,茶,19.6,15.1923,78,0,錠,1528.8,1184.9994,343.8006,キッセイ薬品,2183005G1234,4987051668525;4987051668549;4987051668563;
52183005G21301,ﾍﾞｻﾞﾌｨﾌ10,内,ベザフィブラートＳＲ錠１００ｍｇ「サワイ」(PTP1錠),"",沢井製薬,下,10.1,8.6,135,0,錠,1363.5,1161,202.5,沢井製薬,2183005G2133,4987080393016;4987080393023;
52183005G13001,ﾍﾞｻﾞﾌｨﾌｼﾞ,内,ベザフィブラート徐放錠２００ｍｇ「トーワ」(PTP1錠),"",東和薬品,茶,10.1,8.6,120,0,錠,1212,1032,180,東和薬品,2183005G1307,4987155055153;4987155055177;
52590011F40201,ﾍﾞｼｹｱｵ05,内,ベシケアＯＤ錠５ｍｇ(PTP1錠),"",アステラス製薬,茶,117.3,98.81,136,0,錠,15952.8,13438.16,2514.64,アステラス製薬,2590011F4027,4987233014966;4987233014973;4987233014980;
61317713Q10301,ﾍﾞｽﾄﾛﾝﾃ00,外,ベストロン点眼用０．５％　５ｍｇ（溶解後の液として）(本5mL),"",千寿製薬,下点眼,54.8,48,15,0,mL,822,720,102,武田薬品,1317713Q1038,4987123147729;
66290701N10201,ﾍﾞｾﾙﾅｸ,外,ベセルナクリーム５％　２５０ｍｇ(分包1包),"",持田製薬,冷蔵庫上,1157.7,1157.6667,0,0,包,0,0,0,持田製薬,6290701N1028,4987224130002;
52590014F10201,ﾍﾞﾀﾆｽ02,内,ベタニス錠２５ｍｇ(PTP1錠),"",アステラス製薬,下劇,94.9,79.95,98,0,錠,9300.2,7835.1,1465.1,アステラス製薬,2590014F1021,4987233103011;
52590014F20201,ﾍﾞﾀﾆｽ05,内,ベタニス錠５０ｍｇ(PTP1錠),"",アステラス製薬,茶劇,160.2,160.2,324,0,錠,51904.8,51904.8,0,アステラス製薬,2590014F2028,4987233103004;4987233103042;
51339005F14801,ﾍﾞﾀﾋｽﾁﾝﾒ0,内,ベタヒスチンメシル酸塩錠６ｍｇ「日医工Ｐ」(PTP1錠),"",日医工ファーマ,PTP/ﾊﾞﾗ,6.1,0,0,0,錠,0,0,0,日医工,1339005F1482,4987376711005;4987376711012;
51339005F21701,ﾍﾞﾀﾋｽﾁﾝﾒ1,内,ベタヒスチンメシル酸塩錠１２ｍｇ「ＴＳＵ」(PTP1錠),"",鶴原製薬,"",6.4,0,0,0,錠,0,0,0,鶴原製薬,1339005F2179,4987271057154;
52171021F22901,ﾍﾞﾆｼﾞﾋﾟｴ0,内,ベニジピン塩酸塩錠４ｍｇ「テバ」(PTP1錠),"",武田テバファーマ,茶劇,12.5,9.51,178,0,錠,2225,1692.78,532.22,武田薬品,2171021F2292,4987123408448;4987123414418;
52171021F32401,ﾍﾞﾆｼﾞﾋﾟｴ0,内,ベニジピン塩酸塩錠８ｍｇ「トーワ」(PTP1錠),"",東和薬品,下劇,25.1,19.6,142,0,錠,3564.2,2783.2,781,東和薬品,2171021F3248,4987155630053;
52171021F11003,ﾍﾞﾆｼﾞﾋﾟｴ0,内,ベニジピン塩酸塩錠２ｍｇ「ＹＤ」(PTP1錠),"",陽進堂,下劇,10.1,8.89,89,0,錠,898.9,791.21,107.69,陽進堂,2171021F1105,4987476110913;4987476110920;4987476110937;
53999019F30301,ﾍﾞﾈｯﾄｼﾞ70,内,ベネット錠７５ｍｇ(患者用PK1錠),"",武田薬品,下劇,1981.7,1537,3,0,錠,5945.1,4611,1334.1,武田薬品,3999019F3037,4987123153249;4987123154321;
63339950R11401,ﾍﾊﾟﾘﾝﾙｲｱﾜ,外,ヘパリン類似物質外用泡状スプレー０．３％「ＰＰ」(本100ｇ),"",サンファーマ,外用下袋,10.3,12.7,100,0,ｇ,1030,1270,-240,サンファーマ,3339950R1142,4987047104020;
63339950N10903,ﾍﾊﾟﾘﾝﾙｲｸ0,外,ヘパリン類似物質クリーム０．３％「日医工」(ﾁｭｰﾌﾞ25ｇ),"",帝國製薬,外用下,5.4,4.6667,175,0,ｇ,945,816.6725,128.3275,日医工,3339950N1094,4987376559805;
63339950R10401,ﾍﾊﾟﾘﾝﾙｲｽ0,外,ヘパリン類似物質外用スプレー０．３％「ＰＰ」(本100ｇ),"",コーアイセイ,外用下,10.3,10.3,600,0,ｇ,6180,6180,0,コーアイセイ,3339950R1045,4987013676018;
63339950M11802,ﾍﾊﾟﾘﾝﾙｲﾕ0,外,ヘパリン類似物質油性クリーム０．３％「日医工」(ﾁｭｰﾌﾞ25ｇ),"",日医工,外用下,5.4,5.4,525,0,ｇ,2835,2835,0,日医工,3339950M1188,4987376616218;4987376616225;
63339950Q11301,ﾍﾊﾟﾘﾝﾙｲﾛ0,外,ヘパリン類似物質ローション０．３％「日医工」(本50ｇ),"",帝國製薬,外用下,5.4,3.9,800,0,ｇ,4320,3120,1200,日医工,3339950Q1139,4987376559904;4987376559911;
63339950Q11202,ﾍﾊﾟﾘﾝﾙｲﾛ0,外,ヘパリン類似物質ローション０．３％「ラクール」(ﾁｭｰﾌﾞ50ｇ),"",東光薬品,外用下,3.7,3.196,800,0,ｇ,2960,2556.8,403.2,ラクール薬品販売,3339950Q1120,4987435423313;
62699712Q10201,ﾍﾞﾋﾟｵｹﾞﾙ0,外,ベピオゲル２．５％(ﾁｭｰﾌﾞ15ｇ),"",マルホ,冷蔵庫,97.7,6.5,30,0,ｇ,2931,195,2736,マルホ,2699712Q1021,4987213109408;
52129011F10301,ﾍﾞﾌﾟﾘｺｰ05,内,ベプリコール錠５０ｍｇ(PTP1錠),"",オルガノン,不動在庫,50.1,42.79,148,0,錠,7414.8,6332.92,1081.88,第一三共,2129011F1035,4987081364329;4987081364336;
52129011F20301,ﾍﾞﾌﾟﾘｺｰ10,内,ベプリコール錠１００ｍｇ(PTP1錠),"",オルガノン,下劇,95.2,81.31,186,0,錠,17707.2,15123.66,2583.54,第一三共,2129011F2031,4987081364343;
54490022F20901,ﾍﾞﾎﾟﾀｽﾁｼﾞ,内,ベポタスチンベシル酸塩錠１０ｍｇ「サワイ」(PTP1錠),"",沢井製薬,茶,13.8,11,207,0,錠,2856.6,2277,579.6,沢井製薬,4490022F2093,4987080002710;4987080002727;4987080002772;
56250045F10247,ﾍﾞﾑﾘﾃﾞｨ02,内,ベムリディ錠２５ｍｇ(ﾊﾞﾗ1錠),"",ギリアド,バラ劇,946.5,946.5,107,0,錠,101275.5,101275.5,0,ギリアド,6250045F1023,4987884000202;
52559001M11001,ﾍﾓｸﾛﾝｶﾌﾟ,内,ヘモクロンカプセル２００ｍｇ(PTP1Ｃ),"",天藤製薬,下,20.2,17.5882,68,0,Ｃ,1373.6,1195.9976,177.6024,武田薬品,2559001M1104,4987123148788;4987123148795;
62559806M10302,ﾍﾓﾚｯｸｽﾅ,外,ヘモレックス軟膏(ﾁｭｰﾌﾞ2ｇ),"",ジェイドルフ,湿布棚,19.4,15.4,10,0,ｇ,194,154,40,ジェイドルフ,2559806M1030,4987328101236;4987328101243;
53399005F12001,ﾍﾞﾗﾌﾟﾛｽ02,内,ベラプロストＮａ錠２０μｇ「サワイ」(PTP1錠),"",沢井製薬,茶劇,15,13,0,0,錠,0,0,0,沢井製薬,3399005F1200,4987080636113;4987080636137;4987080636182;
54419005B10448,ﾍﾟﾘｱｸﾁﾝ,内,ペリアクチン散１％(ﾊﾞﾗ1ｇ),"",日医工,散剤棚劇,6.5,0,0,0,ｇ,0,0,0,日医工,4419005B1045,4987376104821;
52189005F20201,ﾍﾟﾘｼｯﾄｼ05,内,ペリシット錠２５０ｍｇ(PTP1錠),"",三和化学研究所,下,10.5,9,330,0,錠,3465,2970,495,三和化学研究所,2189005F2026,4987086380867;4987086380881;
52339163D10301,ﾍﾞﾘﾁｰﾑｶ,内,ベリチーム配合顆粒(分包1ｇ),"",共和薬品,分包棚５－１,10.4,8.0993,292,0,ｇ,3036.8,2364.9956,671.8044,共和薬品,2339163D1037,4987058146828;4987058146835;
52144012F10801,ﾍﾟﾘﾝﾄﾞﾌｴ0,内,ペリンドプリルエルブミン錠２ｍｇ「サワイ」(PTP1錠),"",沢井製薬,茶､PTPバラ,21.2,17.12,92,0,錠,1950.4,1575.04,375.36,沢井製薬,2144012F1087,4987080310013;4987080310020;
52144012F20801,ﾍﾟﾘﾝﾄﾞﾌｴ0,内,ペリンドプリルエルブミン錠４ｍｇ「サワイ」(PTP1錠),"",沢井製薬,茶,36.9,29.7984,73,0,錠,2693.7,2175.2832,518.4168,沢井製薬,2144012F2083,4987080392019;4987080392026;
52171010F30502,ﾍﾟﾙｻﾝﾁﾝ10,内,ペルサンチン錠１００ｍｇ(PTP1錠),"",●Ｍｅｄｉｃａｌ　Ｐ,下､PTPバラ,10.9,10.9,97,0,錠,1057.3,1057.3,0,●Ｍｅｄｉｃａｌ　Ｐ,2171010F3053,4987975001033;4987975002030;
51190023F30201,ﾍﾞﾙｿﾑﾗ10,内,ベルソムラ錠１０ｍｇ(PTP1錠),"",ＭＳＤ,下,69.3,61.3929,84,0,錠,5821.2,5157.0036,664.1964,ＭＳＤ,1190023F3027,4987185809337;
51190023F10201,ﾍﾞﾙｿﾑﾗ15,内,ベルソムラ錠１５ｍｇ(PTP1錠),"",ＭＳＤ,茶,90.8,79.17,130,0,錠,11804,10292.1,1511.9,ＭＳＤ,1190023F1024,4987185808781;4987185808828;
51190023F20201,ﾍﾞﾙｿﾑﾗ20,内,ベルソムラ錠２０ｍｇ(PTP1錠),"",ＭＳＤ,下,109.9,109.9,98,0,錠,10770.2,10770.2,0,ＭＳＤ,1190023F2020,4987185808798;
52171006F12201,ﾍﾙﾍﾞｯｻｰ03,内,ヘルベッサー錠３０　３０ｍｇ(PTP1錠),"",田辺三菱製薬,下,9.5,7.3992,482,0,錠,4579,3566.4144,1012.5856,田辺三菱製薬,2171006F1224,4987128239818;
52171006N11001,ﾍﾙﾍﾞｯｻｶ10,内,ヘルベッサーＲカプセル１００ｍｇ(PTP1Ｃ),"",田辺三菱製薬,茶､PTP/バラ,21.2,18.19,121,0,Ｃ,2565.2,2200.99,364.21,田辺三菱製薬,2171006N1105,4987128122592;
54291066F10201,ﾍﾞﾚｷｼﾌﾞ08,内,ベレキシブル錠８０ｍｇ(PTP1錠),"",小野薬品,抗癌剤3,5067.4,4514.5714,12,0,錠,60808.8,54174.8568,6633.9432,小野薬品,4291066F1029,4987039483218;
51179043F10401,ﾍﾟﾛｽﾋﾟﾛ04,内,ペロスピロン塩酸塩錠４ｍｇ「アメル」(PTP1錠),"",共和薬品,下劇,6.8,7.1884,69,0,錠,469.2,495.9996,-26.7996,共和薬品,1179043F1040,4987058580035;
51179043F20401,ﾍﾟﾛｽﾋﾟﾛ08,内,ペロスピロン塩酸塩錠８ｍｇ「アメル」(PTP1錠),"",共和薬品,下劇,13,11.7,116,0,錠,1508,1357.2,150.8,共和薬品,1179043F2047,4987058581032;
52359108F10501,ﾍﾞﾝｺｰﾙ,内,ベンコール配合錠(PTP1錠),"",日医工ファーマ,茶,5.7,4.6988,259,0,錠,1476.3,1216.9892,259.3108,日医工,2359108F1058,4987376458818;4987376458825;
51124003F22201,ﾍﾞﾝｻﾞﾘﾝ05,内,ベンザリン錠５　５ｍｇ(PTP1錠),"",共和薬品,茶向９０,9.1,8.27,105,0,錠,955.5,868.35,87.15,共和薬品,1124003F2222,4987058142035;
53949002F22201,ﾍﾞﾝｽﾞﾌﾞﾛﾏ,内,ベンズブロマロン錠５０ｍｇ「杏林」(PTP1錠),"",キョーリンリメディオ,下劇,5.9,5.02,130,0,錠,767,652.6,114.4,杏林製薬,3949002F2220,4987060306531;
53949002F11702,ﾍﾞﾝｽﾞﾌﾞﾛﾏ,内,ベンズブロマロン錠２５ｍｇ「ＮＭ」(PTP1錠),"",シオノギファーマ,"",7,5.99,79,0,錠,553,473.21,79.79,武田薬品,3949002F1177,4987123417310;
53949002F11703,ﾍﾞﾝｽﾞﾌﾞﾛﾏ,内,ベンズブロマロン錠２５ｍｇ「ＮＭ」(PTP1錠),"",シオノギファーマ,茶劇,7,6.11,147,0,錠,1029,898.17,130.83,ヴィアトリス製薬,3949002F1177,4987901088305;
52399009F11401,ﾍﾟﾝﾀｻｼﾞ02,内,ペンタサ錠２５０ｍｇ(PTP1錠),"",杏林製薬,茶,34,29.7976,84,0,錠,2856,2502.9984,353.0016,杏林製薬,2399009F1149,4987060007278;4987060007285;
80000000002250,ﾍﾟﾝﾆｰﾄﾞﾙ3,材,ペンニードルプラス３２Ｇ　４ｍｍ(ﾊﾞﾗ1本),"","",分包棚3,17,15.8571,446,0,本,7582,7072.2666,509.7334,"",9000000Z0020,4987616003631;
53969004F31401,ﾎﾞｸﾞﾘﾎﾞｵ0,内,ボグリボースＯＤ錠０．２ｍｇ「武田テバ」(PTP1錠),"",武田テバファーマ,茶､PTPバラ,10.1,6.6,182,0,錠,1838.2,1201.2,637,武田薬品,3969004F3147,4987123416603;4987123416610;
53969004F41401,ﾎﾞｸﾞﾘﾎﾞｵ0,内,ボグリボースＯＤ錠０．３ｍｇ「武田テバ」(PTP1錠),"",武田テバファーマ,茶､PTPバラ,10.9,6.76,178,0,錠,1940.2,1203.28,736.92,武田薬品,3969004F4143,4987123416627;4987123416634;
62559808M10201,ﾎﾟｽﾃﾘｻﾞﾝ,外,強力ポステリザン（軟膏）(ﾁｭｰﾌﾞ2ｇ),"",マルホ,外用下,18.9,16.32,208,0,ｇ,3931.2,3394.56,536.64,マルホ,2559808M1020,4987213021304;4987213021403;4987213021700;
56135001F20201,ﾎｽﾐｼﾝｼﾞ50,内,ホスミシン錠５００　５００ｍｇ(PTP1錠),"",ＭｅｉｊｉＳｅｉｋａ,"",64.1,56.78,100,0,錠,6410,5678,732,ＭｅｉｊｉＳｅｉｋａ,6135001F2025,4987222852258;4987222855716;
56135001R21147,ﾎｽﾐｼﾝﾄﾞ40,内,ホスミシンドライシロップ４００　４００ｍｇ(ﾊﾞﾗ1ｇ),"",ＭｅｉｊｉＳｅｉｋａ,在庫なし,86.2,0,0,0,ｇ,0,0,0,ＭｅｉｊｉＳｅｉｋａ,6135001R2110,4987222810593;
52190029F30201,ﾎｽﾚﾉｰﾙｵ25,内,ホスレノールＯＤ錠２５０ｍｇ(PTP1錠),"",バイエル薬品,下､PTPバラ,105.3,105.3,814,0,錠,85714.2,85714.2,0,バイエル薬品,2190029F3029,4987341111137;4987341111144;
52190029F40201,ﾎｽﾚﾉｰﾙｵ50,内,ホスレノールＯＤ錠５００ｍｇ(PTP1錠),"",バイエル薬品,下ほ,153.9,153.9,175,0,錠,26932.5,26932.5,0,バイエル薬品,2190029F4025,4987341111151;4987341111168;
62649710S10301,ﾎﾞﾁｼｰﾄ,外,ボチシート２０％(枚90ｇ),"",帝國製薬,在庫なし,2.46,0,0,0,ｇ,0,0,0,日医工,2649710S1036,4987376591911;
53999018Q10201,ﾎﾞﾅﾛﾝｹｲ,内,ボナロン経口ゼリー３５ｍｇ(分包1包),"",帝人ファーマ,下劇,803.3,673.1818,5,0,包,4016.5,3365.909,650.591,帝人ファーマ,3999018Q1022,4987294399415;
53999018F20301,ﾎﾞﾅﾛﾝｼﾞ03,内,ボナロン錠３５ｍｇ(患者用PK1錠),"",帝人ファーマ,下劇,329.5,254.25,16,0,錠,5272,4068,1204,帝人ファーマ,3999018F2036,4987294399125;4987294399156;
56199104X10201,ﾎﾞﾉｻｯﾌﾟ04,内,ボノサップパック４００(ｼｰﾄ1ｼｰﾄ),"",武田薬品,湿布棚１,551.4,474,7,0,ｼｰﾄ,3859.8,3318,541.8,武田薬品,6199104X1023,4987123158336;4987123158893;
53999026F20201,ﾎﾞﾉﾃｵ50,内,ボノテオ錠５０ｍｇ(患者用PK1錠),"",アステラス製薬,茶劇,2103.9,1592.3333,12,0,錠,25246.8,19107.9996,6138.8004,アステラス製薬,3999026F2022,4987233101024;
56199105X10201,ﾎﾞﾉﾋﾟｵﾝ,内,ボノピオンパック(ｼｰﾄ1ｼｰﾄ),"",武田薬品,湿布棚１,494.9,426.5714,7,0,ｼｰﾄ,3464.3,2985.9998,478.3002,武田薬品,6199105X1028,4987123158350;4987123158916;
