薬品ｺｰﾄﾞ,ﾖﾐｶﾞﾅ,種,薬品名,規格,メーカー,棚番,薬価,購入価,在庫数,調整量,単位,①薬価金額,②購入金額,①－②,販売会社,厚生省ｺｰﾄﾞ,JAN
52149044F10801,ｵﾙﾒｻﾙﾀﾝｼﾞ,内,オルメサルタン錠１０ｍｇ「杏林」(PTP1錠),"",キョーリンリメディオ,茶,10.1,7.46,118,0,錠,1191.8,880.28,311.52,杏林製薬,2149044F1083,4987060307927;4987060307941;
52149044F20801,ｵﾙﾒｻﾙﾀﾝｼﾞ,内,オルメサルタン錠２０ｍｇ「杏林」(PTP1錠),"",キョーリンリメディオ,茶,13.1,10.39,410,0,錠,5371,4259.9,1111.1,杏林製薬,2149044F2080,4987060307965;4987060307989;
52149044F50201,ｵﾙﾒﾃｯｸｵ01,内,オルメテックＯＤ錠１０ｍｇ(PTP1錠),"",第一三共,茶,32.3,26.62,229,0,錠,7396.7,6095.98,1300.72,第一三共,2149044F5020,4987081103119;4987081103126;4987081103133;4987081103140;
52149044F60201,ｵﾙﾒﾃｯｸｵ02,内,オルメテックＯＤ錠２０ｍｇ(PTP1錠),"",第一三共,茶,58.8,45.36,104,0,錠,6115.2,4717.44,1397.76,第一三共,2149044F6026,4987081103157;4987081103164;4987081103171;4987081103188;
54490025F21501,ｵﾛﾊﾟﾀｼﾞﾝ0,内,オロパタジン塩酸塩錠５ｍｇ「杏林」(PTP1錠),"",キョーリンリメディオ,茶,10.5,9.3,238,0,錠,2499,2213.4,285.6,杏林製薬,4490025F2151,4987060304889;4987060304896;
54490025D10301,ｵﾛﾊﾟﾀｼﾞﾝｶ,内,オロパタジン塩酸塩顆粒０．５％「トーワ」(分包0.5ｇ),"",東和薬品,散剤引出し,24.1,21,107,0,ｇ,2578.7,2247,331.7,東和薬品,4490025D1030,4987155121131;
61319752Q11101,ｵﾛﾊﾟﾀｼﾞﾝﾃ,外,オロパタジン点眼液０．１％「日新」(本5mL),"",日新製薬－山形,点眼,56.5,38.4,10,0,mL,565,384,181,日新製薬－山形,1319752Q1113,4987447499016;
53969017F10201,ｵﾝｸﾞﾘｻﾞ02,内,オングリザ錠２．５ｍｇ(PTP1錠),"",協和キリン,下,65.9,53.89,118,0,錠,7776.2,6359.02,1417.18,協和キリン,3969017F1028,4987057592701;4987057592749;4987057592756;
53969017F20201,ｵﾝｸﾞﾘｻﾞ05,内,オングリザ錠５ｍｇ(PTP1錠),"",協和キリン,茶､PTP/バラ,98.8,74.86,109,0,錠,10769.2,8159.74,2609.46,協和キリン,3969017F2024,4987057592770;4987057592787;4987057592794;
51169019F10201,ｵﾝｼﾞｪﾝﾃ02,内,オンジェンティス錠２５ｍｇ(PTP1錠),"",小野薬品,下劇,957.4,851.5,8,0,錠,7659.2,6812,847.2,小野薬品,1169019F1024,4987039481351;4987039481436;
52318001F10601,ｶﾞｽｺﾝｼﾞ04,内,ガスコン錠４０ｍｇ(PTP1錠),"",キッセイ薬品,茶,5.7,4.9,10,0,錠,57,49,8,キッセイ薬品,2318001F1063,4987051136123;4987051136154;
52325003F40302,ｶﾞｽﾀｰﾃｼ02,内,ガスターＤ錠２０ｍｇ(PTP1錠),"",ＬＴＬﾌｧｰﾏ,茶､PTP/バラ,20.2,15.08,277,0,錠,5595.4,4177.16,1418.24,ＬＴＬﾌｧｰﾏ,2325003F4031,4987919100389;4987919100396;4987919100402;4987919100419;4987919100433;
52329026D10302,ｶﾞｽﾄﾛｰﾑ,内,ガストローム顆粒６６．７％(ｽﾃｨｯｸ包1.5ｇ),"",田辺三菱製薬,ぶんぽうたな,14.5,11.4986,231,0,ｇ,3349.5,2656.1766,693.3234,田辺三菱製薬,2329026D1031,4987128087839;4987128198245;
52399010F20201,ｶﾞｽﾓﾁﾝｼ05,内,ガスモチン錠５ｍｇ(PTP1錠),"",住友ファーマ,茶､PTP/バラ,12.5,9.57,65,0,錠,812.5,622.05,190.45,住友ファーマ,2399010F2024,4987116212212;4987116212328;4987116215015;
52329020F30201,ｶﾞｽﾛﾝ02,内,ガスロンＮ・ＯＤ錠２ｍｇ(PTP1錠),"",日本新薬,茶,16.9,13.22,255,0,錠,4309.5,3371.1,938.4,日本新薬,2329020F3020,4987173016600;4987173016617;4987173017027;
52329020F40201,ｶﾞｽﾛﾝ04,内,ガスロンＮ・ＯＤ錠４ｍｇ(PTP1錠),"",日本新薬,下袋,18.3,18.3,35,0,錠,640.5,640.5,0,日本新薬,2329020F4026,4987173017805;4987173017812;4987173017829;
61319749Q10301,ｶﾞﾁﾌﾛﾃ,外,ガチフロ点眼液０．３％(本5mL),"",千寿製薬,下点眼,84.5,73.6,45,0,mL,3802.5,3312,490.5,武田薬品,1319749Q1030,4987123149570;4987123149587;4987123149594;
52149111F20401,ｶﾃﾞﾁｱｴｲﾁ,内,カデチア配合錠ＨＤ「テバ」(PTP1錠),"",武田テバファーマ,下,33.9,25.35,123,0,錠,4169.7,3118.05,1051.65,武田薬品,2149111F2040,4987123412261;4987123412278;
52190103F10202,ｶﾃﾞｭｴｯﾄ03,内,カデュエット配合錠３番(PTP1錠),"",ヴィアトリス製薬,下劇袋,64.7,64.7,32,0,錠,2070.4,2070.4,0,ヴィアトリス製薬,2190103F1020,4987901001007;4987901001106;
53969022F10201,ｶﾅｸﾞﾙｼﾞ01,内,カナグル錠１００ｍｇ(PTP1錠),"",田辺三菱製薬,下,169.1,144.6897,25,0,錠,4227.5,3617.2425,610.2575,田辺三菱製薬,3969022F1029,4987128191116;4987128251339;4987128326433;
53969106F10201,ｶﾅﾘｱ,内,カナリア配合錠(PTP1錠),"",田辺三菱製薬,下,246,212,112,0,錠,27552,23744,3808,第一三共,3969106F1028,4987081105816;
51139007F10202,ｶﾞﾊﾞﾍﾟﾝ20,内,ガバペン錠２００ｍｇ(PTP1錠),"",富士製薬,下,27.6,36.3881,67,0,錠,1849.2,2438.0027,-588.8027,富士製薬,1139007F1022,4987431190479;
54223005F10601,ｶﾍﾟｼﾀﾋﾞﾝｼ,内,カペシタビン錠３００ｍｇ「ヤクルト」(PTP1錠),"",ダイト,抗癌剤１,79.8,63.8571,42,0,錠,3351.6,2681.9982,669.6018,ヤクルト本社,4223005F1065,4987424682912;4987424682929;
52149116F20501,ｶﾑｼｱｴｲﾁ,内,カムシア配合錠ＨＤ「ニプロ」(PTP1錠),"",ニプロ,茶劇,29.4,22.66,272,0,錠,7996.8,6163.52,1833.28,ニプロ,2149116F2051,4987190085603;4987190085627;4987190085634;4987190085658;
52149116F10401,ｶﾑｼｱｴﾙ,内,カムシア配合錠ＬＤ「サンド」(PTP1錠),"",サンド,下劇,29.8,22.5971,245,0,錠,7301,5536.2895,1764.7105,サンド,2149116F1047,4987614416006;4987614416013;4987614416020;
53999003F13501,ｶﾓｽﾀｯﾄﾒ10,内,カモスタットメシル酸塩錠１００ｍｇ「テバ」(PTP1錠),"",武田テバファーマ,茶,7.5,6.4978,152,0,錠,1140,987.6656,152.3344,武田薬品,3999003F1351,4987123406666;4987123406673;
51190019F50601,ｶﾞﾗﾝﾀﾐﾝｵ0,内,ガランタミンＯＤ錠８ｍｇ「アメル」(PTP1錠),"",共和薬品,下劇,38.3,32.3951,81,0,錠,3102.3,2624.0031,478.2969,共和薬品,1190019F5066,4987058115077;4987058115169;
51190019F60701,ｶﾞﾗﾝﾀﾐﾝｵ1,内,ガランタミンＯＤ錠１２ｍｇ「サワイ」(PTP1錠),"",沢井製薬,"",54.3,41.2143,0,0,錠,0,0,0,沢井製薬,1190019F6070,4987080127178;4987080127185;
